date,fund_name,nav_per_unit,repurchase_price,sale_price,source,status,total_nav,units
2026-02-20,,109.7727,,,vertex,extracted,6441440184.0,58679777.0
2026-02-20,Vertex Bond Fund,109.7727,,,vertex,extracted,6441440184.0,58679777.0
2026-02-20,Vertex Bond Fund,109.7727,109.7727,109.7727,vertex,extracted,6441440184.0,58679777.0
2026-02-19,,109.7123,,,vertex,extracted,6438051825.0,58681223.0
2026-02-19,Vertex Bond Fund,109.7123,,,vertex,extracted,6438051825.0,58681223.0
2026-02-19,Vertex Bond Fund,109.7123,109.7123,109.7123,vertex,extracted,6438051825.0,58681223.0
2026-02-18,,109.7138,,,vertex,extracted,6434037832.0,58643823.0
2026-02-18,Vertex Bond Fund,109.7138,,,vertex,extracted,6434037832.0,58643823.0
2026-02-18,Vertex Bond Fund,109.7138,109.7138,109.7138,vertex,extracted,6434037832.0,58643823.0
2026-02-17,,109.6473,,,vertex,extracted,6401653927.0,58384045.0
2026-02-17,Vertex Bond Fund,109.6473,,,vertex,extracted,6401653927.0,58384045.0
2026-02-17,Vertex Bond Fund,109.6473,109.6473,109.6473,vertex,extracted,6401653927.0,58384045.0
2026-02-16,,109.6192,,,vertex,extracted,6445876567.0,58802440.0
2026-02-16,Vertex Bond Fund,109.6192,,,vertex,extracted,6445876567.0,58802440.0
2026-02-16,Vertex Bond Fund,109.6192,109.6192,109.6192,vertex,extracted,6445876567.0,58802440.0
2026-02-13,,109.5226,,,vertex,extracted,6381341623.0,58265071.0
2026-02-13,Vertex Bond Fund,109.5226,,,vertex,extracted,6381341623.0,58265071.0
2026-02-13,Vertex Bond Fund,109.5226,109.5226,109.5226,vertex,extracted,6381341623.0,58265071.0
2026-02-12,,109.4917,,,vertex,extracted,6204007549.0,56661889.0
2026-02-12,Vertex Bond Fund,109.4917,,,vertex,extracted,6204007549.0,56661889.0
2026-02-12,Vertex Bond Fund,109.4917,109.4917,109.4917,vertex,extracted,6204007549.0,56661889.0
2026-02-11,,109.4558,,,vertex,extracted,6199331047.0,56637762.0
2026-02-11,Vertex Bond Fund,109.4558,,,vertex,extracted,6199331047.0,56637762.0
2026-02-11,Vertex Bond Fund,109.4558,109.4558,109.4558,vertex,extracted,6199331047.0,56637762.0
2026-02-10,,109.4221,,,vertex,extracted,6196050589.0,56625217.0
2026-02-10,Vertex Bond Fund,109.4221,,,vertex,extracted,6196050589.0,56625217.0
2026-02-10,Vertex Bond Fund,109.4221,109.4221,109.4221,vertex,extracted,6196050589.0,56625217.0
2026-02-09,,109.3146,,,vertex,extracted,6190589996.0,56630938.0
2026-02-09,Vertex Bond Fund,109.3146,,,vertex,extracted,6190589996.0,56630938.0
2026-02-09,Vertex Bond Fund,109.3146,109.3146,109.3146,vertex,extracted,6190589996.0,56630938.0
2026-02-06,,109.2813,,,vertex,extracted,6179184457.0,56543863.0
2026-02-06,Vertex Bond Fund,109.2813,,,vertex,extracted,6179184457.0,56543863.0
2026-02-06,Vertex Bond Fund,109.2813,109.2813,109.2813,vertex,extracted,6179184457.0,56543863.0
2026-02-05,,109.2485,,,vertex,extracted,6173286471.0,56506820.0
2026-02-05,Vertex Bond Fund,109.2485,,,vertex,extracted,6173286471.0,56506820.0
2026-02-05,Vertex Bond Fund,109.2485,109.2485,109.2485,vertex,extracted,6173286471.0,56506820.0
2026-02-04,,109.2481,,,vertex,extracted,6162295059.0,56406445.0
2026-02-04,Vertex Bond Fund,109.2481,,,vertex,extracted,6162295059.0,56406445.0
2026-02-04,Vertex Bond Fund,109.2481,109.2481,109.2481,vertex,extracted,6162295059.0,56406445.0
2026-02-03,,109.1919,,,vertex,extracted,6157327075.0,56389959.0
2026-02-03,Vertex Bond Fund,109.1919,,,vertex,extracted,6157327075.0,56389959.0
2026-02-03,Vertex Bond Fund,109.1919,109.1919,109.1919,vertex,extracted,6157327075.0,56389959.0
2026-02-02,,109.071,,,vertex,extracted,6148932826.0,56375518.0
2026-02-02,Vertex Bond Fund,109.071,,,vertex,extracted,6148932826.0,56375518.0
2026-02-02,Vertex Bond Fund,109.071,109.071,109.071,vertex,extracted,6148932826.0,56375518.0
2026-01-30,,109.0372,,,vertex,extracted,6143836764.0,56346257.0
2026-01-30,Vertex Bond Fund,109.0372,,,vertex,extracted,6143836764.0,56346257.0
2026-01-30,Vertex Bond Fund,109.0372,109.0372,109.0372,vertex,extracted,6143836764.0,56346257.0
2026-01-29,,109.0038,,,vertex,extracted,6134654336.0,56279288.0
2026-01-29,Vertex Bond Fund,109.0038,,,vertex,extracted,6134654336.0,56279288.0
2026-01-29,Vertex Bond Fund,109.0038,109.0038,109.0038,vertex,extracted,6134654336.0,56279288.0
2026-01-28,,109.0042,,,vertex,extracted,6118521921.0,56131041.0
2026-01-28,Vertex Bond Fund,109.0042,,,vertex,extracted,6118521921.0,56131041.0
2026-01-28,Vertex Bond Fund,109.0042,109.0042,109.0042,vertex,extracted,6118521921.0,56131041.0
2026-01-27,,108.9701,,,vertex,extracted,6118377202.0,56147313.0
2026-01-27,Vertex Bond Fund,108.9701,,,vertex,extracted,6118377202.0,56147313.0
2026-01-27,Vertex Bond Fund,108.9701,108.9701,108.9701,vertex,extracted,6118377202.0,56147313.0
2026-01-26,,108.8244,,,vertex,extracted,6145537259.0,56472050.0
2026-01-26,Vertex Bond Fund,108.8244,,,vertex,extracted,6145537259.0,56472050.0
2026-01-26,Vertex Bond Fund,108.8244,108.8244,108.8244,vertex,extracted,6145537259.0,56472050.0
2026-01-23,,108.8246,,,vertex,extracted,6141746259.0,56437137.0
2026-01-23,Vertex Bond Fund,108.8246,,,vertex,extracted,6141746259.0,56437137.0
2026-01-23,Vertex Bond Fund,108.8246,108.8246,108.8246,vertex,extracted,6141746259.0,56437137.0
2026-01-22,,108.564,,,vertex,extracted,6118373742.0,56357283.0
2026-01-22,Vertex Bond Fund,108.564,,,vertex,extracted,6118373742.0,56357283.0
2026-01-22,Vertex Bond Fund,108.564,108.564,108.564,vertex,extracted,6118373742.0,56357283.0
2026-01-21,,108.564,,,vertex,extracted,6118173742.0,56355443.0
2026-01-21,Vertex Bond Fund,108.564,,,vertex,extracted,6118173742.0,56355443.0
2026-01-21,Vertex Bond Fund,108.564,108.564,108.564,vertex,extracted,6118173742.0,56355443.0
2026-01-20,,108.565,,,vertex,extracted,6106424742.0,56246730.0
2026-01-20,Vertex Bond Fund,108.565,,,vertex,extracted,6106424742.0,56246730.0
2026-01-20,Vertex Bond Fund,108.565,108.565,108.565,vertex,extracted,6106424742.0,56246730.0
2026-01-19,,108.565,,,vertex,extracted,6106114742.0,56243851.0
2026-01-19,Vertex Bond Fund,108.565,,,vertex,extracted,6106114742.0,56243851.0
2026-01-19,Vertex Bond Fund,108.565,108.565,108.565,vertex,extracted,6106114742.0,56243851.0
2026-01-16,,108.5651,,,vertex,extracted,6097022501.0,56160053.0
2026-01-16,Vertex Bond Fund,108.5651,,,vertex,extracted,6097022501.0,56160053.0
2026-01-16,Vertex Bond Fund,108.5651,108.5651,108.5651,vertex,extracted,6097022501.0,56160053.0
2026-01-15,,108.5328,,,vertex,extracted,6090087289.0,56112871.0
2026-01-15,Vertex Bond Fund,108.5328,,,vertex,extracted,6090087289.0,56112871.0
2026-01-15,Vertex Bond Fund,108.5328,108.5328,108.5328,vertex,extracted,6090087289.0,56112871.0
2026-01-14,,108.4719,,,vertex,extracted,6060406837.0,55870754.0
2026-01-14,Vertex Bond Fund,108.4719,,,vertex,extracted,6060406837.0,55870754.0
2026-01-14,Vertex Bond Fund,108.4719,108.4719,108.4719,vertex,extracted,6060406837.0,55870754.0
2026-01-13,,108.4878,,,vertex,extracted,6068537517.0,55937508.0
2026-01-13,Vertex Bond Fund,108.4878,,,vertex,extracted,6068537517.0,55937508.0
2026-01-13,Vertex Bond Fund,108.4878,108.4878,108.4878,vertex,extracted,6068537517.0,55937508.0
2026-01-09,,108.3012,,,vertex,extracted,6029015444.0,55668970.0
2026-01-09,Vertex Bond Fund,108.3012,,,vertex,extracted,6029015444.0,55668970.0
2026-01-09,Vertex Bond Fund,108.3012,108.3012,108.3012,vertex,extracted,6029015444.0,55668970.0
2026-01-08,,108.3142,,,vertex,extracted,6028938648.0,55661556.0
2026-01-08,Vertex Bond Fund,108.3142,,,vertex,extracted,6028938648.0,55661556.0
2026-01-08,Vertex Bond Fund,108.3142,108.3142,108.3142,vertex,extracted,6028938648.0,55661556.0
2026-01-07,,108.3295,,,vertex,extracted,6027653579.0,55641873.0
2026-01-07,Vertex Bond Fund,108.3295,,,vertex,extracted,6027653579.0,55641873.0
2026-01-07,Vertex Bond Fund,108.3295,108.3295,108.3295,vertex,extracted,6027653579.0,55641873.0
2026-01-06,,108.2693,,,vertex,extracted,5970246802.0,55128834.0
2026-01-06,Vertex Bond Fund,108.2693,,,vertex,extracted,5970246802.0,55128834.0
2026-01-06,Vertex Bond Fund,108.2693,108.2693,108.2693,vertex,extracted,5970246802.0,55128834.0
2026-01-05,,108.1493,,,vertex,extracted,5954649765.0,55059552.0
2026-01-05,Vertex Bond Fund,108.1493,,,vertex,extracted,5954649765.0,55059552.0
2026-01-05,Vertex Bond Fund,108.1493,108.1493,108.1493,vertex,extracted,5954649765.0,55059552.0
2026-01-02,,108.1487,,,vertex,extracted,5922123480.0,54759081.0
2026-01-02,Vertex Bond Fund,108.1487,,,vertex,extracted,5922123480.0,54759081.0
2026-01-02,Vertex Bond Fund,108.1487,108.1487,108.1487,vertex,extracted,5922123480.0,54759081.0
2025-12-31,,108.083,,,vertex,extracted,5896683809.0,54556987.0
2025-12-31,Vertex Bond Fund,108.083,,,vertex,extracted,5896683809.0,54556987.0
2025-12-31,Vertex Bond Fund,108.083,108.083,108.083,vertex,extracted,5896683809.0,54556987.0
2025-12-30,,108.0475,,,vertex,extracted,5835061718.0,54004619.0
2025-12-30,Vertex Bond Fund,108.0475,,,vertex,extracted,5835061718.0,54004619.0
2025-12-30,Vertex Bond Fund,108.0475,108.0475,108.0475,vertex,extracted,5835061718.0,54004619.0
2025-12-29,,107.8146,,,vertex,extracted,5818560994.0,53968233.0
2025-12-29,Vertex Bond Fund,107.8146,,,vertex,extracted,5818560994.0,53968233.0
2025-12-29,Vertex Bond Fund,107.8146,107.8146,107.8146,vertex,extracted,5818560994.0,53968233.0
2025-12-24,,108.7589,,,vertex,extracted,5780882308.0,53153193.0
2025-12-24,Vertex Bond Fund,108.7589,,,vertex,extracted,5780882308.0,53153193.0
2025-12-24,Vertex Bond Fund,108.7589,108.7589,108.7589,vertex,extracted,5780882308.0,53153193.0
2025-12-23,,108.7229,,,vertex,extracted,5776257204.0,53128257.0
2025-12-23,Vertex Bond Fund,108.7229,,,vertex,extracted,5776257204.0,53128257.0
2025-12-23,Vertex Bond Fund,108.7229,108.7229,108.7229,vertex,extracted,5776257204.0,53128257.0
2025-12-22,,107.7438,,,vertex,extracted,5774313984.0,53592995.0
2025-12-22,Vertex Bond Fund,107.7438,,,vertex,extracted,5774313984.0,53592995.0
2025-12-22,Vertex Bond Fund,107.7438,107.7438,107.7438,vertex,extracted,5774313984.0,53592995.0
2025-12-19,,107.6283,,,vertex,extracted,5780865733.0,53592974.0
2025-12-19,Vertex Bond Fund,107.6283,,,vertex,extracted,5780865733.0,53592974.0
2025-12-19,Vertex Bond Fund,107.6283,107.6283,107.6283,vertex,extracted,5780865733.0,53592974.0
2025-12-18,,107.5924,,,vertex,extracted,5757935936.0,53516211.0
2025-12-18,Vertex Bond Fund,107.5924,,,vertex,extracted,5757935936.0,53516211.0
2025-12-18,Vertex Bond Fund,107.5924,107.5924,107.5924,vertex,extracted,5757935936.0,53516211.0
2025-12-17,,107.5603,,,vertex,extracted,5758237001.0,53534959.0
2025-12-17,Vertex Bond Fund,107.5603,,,vertex,extracted,5758237001.0,53534959.0
2025-12-17,Vertex Bond Fund,107.5603,107.5603,107.5603,vertex,extracted,5758237001.0,53534959.0
2025-12-16,,107.5243,,,vertex,extracted,5755864824.0,53530819.0
2025-12-16,Vertex Bond Fund,107.5243,,,vertex,extracted,5755864824.0,53530819.0
2025-12-16,Vertex Bond Fund,107.5243,107.5243,107.5243,vertex,extracted,5755864824.0,53530819.0
2025-12-15,,107.3726,,,vertex,extracted,5747744027.0,53530819.0
2025-12-15,Vertex Bond Fund,107.3726,,,vertex,extracted,5747744027.0,53530819.0
2025-12-15,Vertex Bond Fund,107.3726,107.3726,107.3726,vertex,extracted,5747744027.0,53530819.0
2025-12-12,,107.3366,,,vertex,extracted,5740149852.0,53478038.0
2025-12-12,Vertex Bond Fund,107.3366,,,vertex,extracted,5740149852.0,53478038.0
2025-12-12,Vertex Bond Fund,107.3366,107.3366,107.3366,vertex,extracted,5740149852.0,53478038.0
2025-12-11,,107.3367,,,vertex,extracted,5735456923.0,53434261.0
2025-12-11,Vertex Bond Fund,107.3367,,,vertex,extracted,5735456923.0,53434261.0
2025-12-11,Vertex Bond Fund,107.3367,107.3367,107.3367,vertex,extracted,5735456923.0,53434261.0
2025-12-10,,107.3006,,,vertex,extracted,5733528712.0,53434261.0
2025-12-10,Vertex Bond Fund,107.3006,,,vertex,extracted,5733528712.0,53434261.0
2025-12-10,Vertex Bond Fund,107.3006,107.3006,107.3006,vertex,extracted,5733528712.0,53434261.0
2025-12-08,,107.2586,,,vertex,extracted,5668552587.0,52849412.0
2025-12-08,Vertex Bond Fund,107.2586,,,vertex,extracted,5668552587.0,52849412.0
2025-12-08,Vertex Bond Fund,107.2586,107.2586,107.2586,vertex,extracted,5668552587.0,52849412.0
2025-12-05,,107.1528,,,vertex,extracted,5662962594.0,52849412.0
2025-12-05,Vertex Bond Fund,107.1528,,,vertex,extracted,5662962594.0,52849412.0
2025-12-05,Vertex Bond Fund,107.1528,107.1528,107.1528,vertex,extracted,5662962594.0,52849412.0
2025-12-04,,107.0797,,,vertex,extracted,5659100845.0,52849412.0
2025-12-04,Vertex Bond Fund,107.0797,,,vertex,extracted,5659100845.0,52849412.0
2025-12-04,Vertex Bond Fund,107.0797,107.0797,107.0797,vertex,extracted,5659100845.0,52849412.0
2025-12-03,,107.0797,,,vertex,extracted,5653565446.0,52797718.0
2025-12-03,Vertex Bond Fund,107.0797,,,vertex,extracted,5653565446.0,52797718.0
2025-12-03,Vertex Bond Fund,107.0797,107.0797,107.0797,vertex,extracted,5653565446.0,52797718.0
2025-12-02,,107.0432,,,vertex,extracted,5651634261.0,52797718.0
2025-12-02,Vertex Bond Fund,107.0432,,,vertex,extracted,5651634261.0,52797718.0
2025-12-02,Vertex Bond Fund,107.0432,107.0432,107.0432,vertex,extracted,5651634261.0,52797718.0
2025-12-01,,107.0104,,,vertex,extracted,5649904559.0,52797718.0
2025-12-01,Vertex Bond Fund,107.0104,,,vertex,extracted,5649904559.0,52797718.0
2025-12-01,Vertex Bond Fund,107.0104,107.0104,107.0104,vertex,extracted,5649904559.0,52797718.0
2025-11-28,,106.9006,,,vertex,extracted,5644110318.0,52797718.0
2025-11-28,Vertex Bond Fund,106.9006,,,vertex,extracted,5644110318.0,52797718.0
2025-11-28,Vertex Bond Fund,106.9006,106.9006,106.9006,vertex,extracted,5644110318.0,52797718.0
2025-11-27,,106.8641,,,vertex,extracted,5642178753.0,52797718.0
2025-11-27,Vertex Bond Fund,106.8641,,,vertex,extracted,5642178753.0,52797718.0
2025-11-27,Vertex Bond Fund,106.8641,106.8641,106.8641,vertex,extracted,5642178753.0,52797718.0
2025-11-26,,106.8275,,,vertex,extracted,5640247111.0,52797718.0
2025-11-26,Vertex Bond Fund,106.8275,,,vertex,extracted,5640247111.0,52797718.0
2025-11-26,Vertex Bond Fund,106.8275,106.8275,106.8275,vertex,extracted,5640247111.0,52797718.0
2025-11-25,,106.7114,,,vertex,extracted,5681933962.27,53245813.09
2025-11-25,Vertex Bond Fund,106.7114,,,vertex,extracted,5681933962.27,53245813.09
2025-11-25,Vertex Bond Fund,106.7114,106.7114,106.7114,vertex,extracted,5681933962.27,53245813.09
2025-11-24,,106.679,,,vertex,extracted,5630076213.77,52775860.01
2025-11-24,Vertex Bond Fund,106.679,,,vertex,extracted,5630076213.77,52775860.01
2025-11-24,Vertex Bond Fund,106.679,106.679,106.679,vertex,extracted,5630076213.77,52775860.01
2025-11-21,,106.5693,,,vertex,extracted,5624288358.05,52775860.01
2025-11-21,Vertex Bond Fund,106.5693,,,vertex,extracted,5624288358.05,52775860.01
2025-11-21,Vertex Bond Fund,106.5693,106.5693,106.5693,vertex,extracted,5624288358.05,52775860.01
2025-11-20,,106.5326,,,vertex,extracted,5624356276.0,52794677.0
2025-11-20,Vertex Bond Fund,106.5326,,,vertex,extracted,5624356276.0,52794677.0
2025-11-20,Vertex Bond Fund,106.5326,106.5326,106.5326,vertex,extracted,5624356276.0,52794677.0
2025-11-19,,106.3936,,,vertex,extracted,5615012811.0,52775860.0
2025-11-19,Vertex Bond Fund,106.3936,,,vertex,extracted,5615012811.0,52775860.0
2025-11-19,Vertex Bond Fund,106.3936,106.3936,106.3936,vertex,extracted,5615012811.0,52775860.0
2025-11-18,,106.357,,,vertex,extracted,5613082771.0,52775860.0
2025-11-18,Vertex Bond Fund,106.357,,,vertex,extracted,5613082771.0,52775860.0
2025-11-18,Vertex Bond Fund,106.357,106.357,106.357,vertex,extracted,5613082771.0,52775860.0
2025-11-17,,106.3218,,,vertex,extracted,5611225491.0,52775860.0
2025-11-17,Vertex Bond Fund,106.3218,,,vertex,extracted,5611225491.0,52775860.0
2025-11-17,Vertex Bond Fund,106.3218,106.3218,106.3218,vertex,extracted,5611225491.0,52775860.0
2025-11-14,,106.285,,,vertex,extracted,5593632762.0,52628617.0
2025-11-14,Vertex Bond Fund,106.285,,,vertex,extracted,5593632762.0,52628617.0
2025-11-14,Vertex Bond Fund,106.285,106.285,106.285,vertex,extracted,5593632762.0,52628617.0
2025-11-13,,106.2427,,,vertex,extracted,5520574266.0,51961940.0
2025-11-13,Vertex Bond Fund,106.2427,,,vertex,extracted,5520574266.0,51961940.0
2025-11-13,Vertex Bond Fund,106.2427,106.2427,106.2427,vertex,extracted,5520574266.0,51961940.0
2025-11-12,,106.2063,,,vertex,extracted,5518684372.0,51961940.0
2025-11-12,Vertex Bond Fund,106.2063,,,vertex,extracted,5518684372.0,51961940.0
2025-11-12,Vertex Bond Fund,106.2063,106.2063,106.2063,vertex,extracted,5518684372.0,51961940.0
2025-11-11,,106.0,,,vertex,extracted,5517714755.0,51971940.0
2025-11-11,Vertex Bond Fund,106.0,,,vertex,extracted,5517714755.0,51971940.0
2025-11-11,Vertex Bond Fund,106.0,106.0,106.0,vertex,extracted,5517714755.0,51971940.0
2025-11-10,,105.7111,,,vertex,extracted,5494010662.0,51971940.0
2025-11-10,Vertex Bond Fund,105.7111,,,vertex,extracted,5494010662.0,51971940.0
2025-11-10,Vertex Bond Fund,105.7111,105.7111,105.7111,vertex,extracted,5494010662.0,51971940.0
,,0.0,,,vertex,extracted,0.0,0.0
2025-11-10,Vertex Bond Fund,105.7111,105.7111,105.7111,vertex,extracted,5494010662.0,51971940.0
2025-11-11,Vertex Bond Fund,106.0,106.0,106.0,vertex,extracted,5517714755.0,51971940.0
2025-11-12,Vertex Bond Fund,106.2063,106.2063,106.2063,vertex,extracted,5518684372.0,51961940.0
2025-11-13,Vertex Bond Fund,106.2427,106.2427,106.2427,vertex,extracted,5520574266.0,51961940.0
2025-11-14,Vertex Bond Fund,106.285,106.285,106.285,vertex,extracted,5593632762.0,52628617.0
2025-11-17,Vertex Bond Fund,106.3218,106.3218,106.3218,vertex,extracted,5611225491.0,52775860.0
2025-11-18,Vertex Bond Fund,106.357,106.357,106.357,vertex,extracted,5613082771.0,52775860.0
2025-11-19,Vertex Bond Fund,106.3936,106.3936,106.3936,vertex,extracted,5615012811.0,52775860.0
2025-11-20,Vertex Bond Fund,106.5326,106.5326,106.5326,vertex,extracted,5624356276.0,52794677.0
2025-11-21,Vertex Bond Fund,106.5693,106.5693,106.5693,vertex,extracted,5624288358.05,52775860.01
2025-11-24,Vertex Bond Fund,106.679,106.679,106.679,vertex,extracted,5630076213.77,52775860.01
2025-11-25,Vertex Bond Fund,106.7114,106.7114,106.7114,vertex,extracted,5681933962.27,53245813.09
2025-11-26,Vertex Bond Fund,106.8275,106.8275,106.8275,vertex,extracted,5640247111.0,52797718.0
2025-11-27,Vertex Bond Fund,106.8641,106.8641,106.8641,vertex,extracted,5642178753.0,52797718.0
2025-11-28,Vertex Bond Fund,106.9006,106.9006,106.9006,vertex,extracted,5644110318.0,52797718.0
2025-12-01,Vertex Bond Fund,107.0104,107.0104,107.0104,vertex,extracted,5649904559.0,52797718.0
2025-12-02,Vertex Bond Fund,107.0432,107.0432,107.0432,vertex,extracted,5651634261.0,52797718.0
2025-12-03,Vertex Bond Fund,107.0797,107.0797,107.0797,vertex,extracted,5653565446.0,52797718.0
2025-12-04,Vertex Bond Fund,107.0797,107.0797,107.0797,vertex,extracted,5659100845.0,52849412.0
2025-12-05,Vertex Bond Fund,107.1528,107.1528,107.1528,vertex,extracted,5662962594.0,52849412.0
2025-12-08,Vertex Bond Fund,107.2586,107.2586,107.2586,vertex,extracted,5668552587.0,52849412.0
2025-12-10,Vertex Bond Fund,107.3006,107.3006,107.3006,vertex,extracted,5733528712.0,53434261.0
2025-12-11,Vertex Bond Fund,107.3367,107.3367,107.3367,vertex,extracted,5735456923.0,53434261.0
2025-12-12,Vertex Bond Fund,107.3366,107.3366,107.3366,vertex,extracted,5740149852.0,53478038.0
2025-12-15,Vertex Bond Fund,107.3726,107.3726,107.3726,vertex,extracted,5747744027.0,53530819.0
2025-12-16,Vertex Bond Fund,107.5243,107.5243,107.5243,vertex,extracted,5755864824.0,53530819.0
2025-12-17,Vertex Bond Fund,107.5603,107.5603,107.5603,vertex,extracted,5758237001.0,53534959.0
2025-12-18,Vertex Bond Fund,107.5924,107.5924,107.5924,vertex,extracted,5757935936.0,53516211.0
2025-12-19,Vertex Bond Fund,107.6283,107.6283,107.6283,vertex,extracted,5780865733.0,53592974.0
2025-12-22,Vertex Bond Fund,107.7438,107.7438,107.7438,vertex,extracted,5774313984.0,53592995.0
2025-12-23,Vertex Bond Fund,108.7229,108.7229,108.7229,vertex,extracted,5776257204.0,53128257.0
2025-12-24,Vertex Bond Fund,108.7589,108.7589,108.7589,vertex,extracted,5780882308.0,53153193.0
2025-12-29,Vertex Bond Fund,107.8146,107.8146,107.8146,vertex,extracted,5818560994.0,53968233.0
2025-12-30,Vertex Bond Fund,108.0475,108.0475,108.0475,vertex,extracted,5835061718.0,54004619.0
2025-12-31,Vertex Bond Fund,108.083,108.083,108.083,vertex,extracted,5896683809.0,54556987.0
2026-01-02,Vertex Bond Fund,108.1487,108.1487,108.1487,vertex,extracted,5922123480.0,54759081.0
2026-01-05,Vertex Bond Fund,108.1493,108.1493,108.1493,vertex,extracted,5954649765.0,55059552.0
2026-01-06,Vertex Bond Fund,108.2693,108.2693,108.2693,vertex,extracted,5970246802.0,55128834.0
2026-01-07,Vertex Bond Fund,108.3295,108.3295,108.3295,vertex,extracted,6027653579.0,55641873.0
2026-01-08,Vertex Bond Fund,108.3142,108.3142,108.3142,vertex,extracted,6028938648.0,55661556.0
2026-01-09,Vertex Bond Fund,108.3012,108.3012,108.3012,vertex,extracted,6029015444.0,55668970.0
2026-01-13,Vertex Bond Fund,108.4878,108.4878,108.4878,vertex,extracted,6068537517.0,55937508.0
2026-01-14,Vertex Bond Fund,108.4719,108.4719,108.4719,vertex,extracted,6060406837.0,55870754.0
2026-01-15,Vertex Bond Fund,108.5328,108.5328,108.5328,vertex,extracted,6090087289.0,56112871.0
2026-01-16,Vertex Bond Fund,108.5651,108.5651,108.5651,vertex,extracted,6097022501.0,56160053.0
2026-01-19,Vertex Bond Fund,108.565,108.565,108.565,vertex,extracted,6106114742.0,56243851.0
2026-01-20,Vertex Bond Fund,108.565,108.565,108.565,vertex,extracted,6106424742.0,56246730.0
2026-01-21,Vertex Bond Fund,108.564,108.564,108.564,vertex,extracted,6118173742.0,56355443.0
2026-01-22,Vertex Bond Fund,108.564,108.564,108.564,vertex,extracted,6118373742.0,56357283.0
2026-01-23,Vertex Bond Fund,108.8246,108.8246,108.8246,vertex,extracted,6141746259.0,56437137.0
2026-01-26,Vertex Bond Fund,108.8244,108.8244,108.8244,vertex,extracted,6145537259.0,56472050.0
2026-01-27,Vertex Bond Fund,108.9701,108.9701,108.9701,vertex,extracted,6118377202.0,56147313.0
2026-01-28,Vertex Bond Fund,109.0042,109.0042,109.0042,vertex,extracted,6118521921.0,56131041.0
2026-01-29,Vertex Bond Fund,109.0038,109.0038,109.0038,vertex,extracted,6134654336.0,56279288.0
2026-01-30,Vertex Bond Fund,109.0372,109.0372,109.0372,vertex,extracted,6143836764.0,56346257.0
2026-02-02,Vertex Bond Fund,109.071,109.071,109.071,vertex,extracted,6148932826.0,56375518.0
2026-02-03,Vertex Bond Fund,109.1919,109.1919,109.1919,vertex,extracted,6157327075.0,56389959.0
2026-02-04,Vertex Bond Fund,109.2481,109.2481,109.2481,vertex,extracted,6162295059.0,56406445.0
2026-02-05,Vertex Bond Fund,109.2485,109.2485,109.2485,vertex,extracted,6173286471.0,56506820.0
2026-02-06,Vertex Bond Fund,109.2813,109.2813,109.2813,vertex,extracted,6179184457.0,56543863.0
2026-02-09,Vertex Bond Fund,109.3146,109.3146,109.3146,vertex,extracted,6190589996.0,56630938.0
2026-02-10,Vertex Bond Fund,109.4221,109.4221,109.4221,vertex,extracted,6196050589.0,56625217.0
2026-02-11,Vertex Bond Fund,109.4558,109.4558,109.4558,vertex,extracted,6199331047.0,56637762.0
2026-02-12,Vertex Bond Fund,109.4917,109.4917,109.4917,vertex,extracted,6204007549.0,56661889.0
2026-02-13,Vertex Bond Fund,109.5226,109.5226,109.5226,vertex,extracted,6381341623.0,58265071.0
2026-02-16,Vertex Bond Fund,109.6192,109.6192,109.6192,vertex,extracted,6445876567.0,58802440.0
2026-02-17,Vertex Bond Fund,109.6473,109.6473,109.6473,vertex,extracted,6401653927.0,58384045.0
2026-02-18,Vertex Bond Fund,109.7138,109.7138,109.7138,vertex,extracted,6434037832.0,58643823.0
2026-02-19,Vertex Bond Fund,109.7123,109.7123,109.7123,vertex,extracted,6438051825.0,58681223.0
2026-02-20,Vertex Bond Fund,109.7727,109.7727,109.7727,vertex,extracted,6441440184.0,58679777.0
